Contig,Gene,site_pos,Species,Peak number,SNV position (genome),Gene product,GO annotation,Pathway,iLDS,Data type
FP929042,657318.4.peg.763,1043961,Eubacterium_rectale_56927,3,1043961,Stage V sporulation protein B,,,0.051217023,QP metagenomes
FP929042,657318.4.peg.743,1022499,Eubacterium_rectale_56927,3,1022499,"Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)",GO:0042132|fructose-bisphosphatase activity,00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00051|Fructose and mannose metabolism;00680|Methane metabolism;00710|Carbon fixation in photosynthetic organisms,0.184813797,QP metagenomes
FP929042,657318.4.peg.740,1018609,Eubacterium_rectale_56927,3,1018609,Two-component system sensor histidine kinase,,,0.204332022,QP metagenomes
FP929042,657318.4.peg.748,1026990,Eubacterium_rectale_56927,3,1026990,hypothetical protein,,,0.174149662,QP metagenomes
FP929042,657318.4.peg.730,1005258,Eubacterium_rectale_56927,3,1005258,hypothetical protein,,,0.215936015,QP metagenomes
FP929042,657318.4.peg.749,1027466,Eubacterium_rectale_56927,3,1027466,"ABC transporter, substrate-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)",,,0.215213361,QP metagenomes
FP929042,657318.4.peg.736,1014521,Eubacterium_rectale_56927,3,1014521,Imidazole glycerol phosphate synthase amidotransferase subunit HisH,,,0.212054479,QP metagenomes
FP929042,657318.4.peg.748,1027119,Eubacterium_rectale_56927,3,1027119,hypothetical protein,,,0.170911184,QP metagenomes
FP929042,657318.4.peg.734,1013127,Eubacterium_rectale_56927,3,1013127,"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)",,,0.219829955,QP metagenomes
FP929042,657318.4.peg.730,1005741,Eubacterium_rectale_56927,3,1005741,hypothetical protein,,,0.272118483,QP metagenomes
FP929042,657318.4.peg.763,1044146,Eubacterium_rectale_56927,3,1044146,Stage V sporulation protein B,,,0.057774704,QP metagenomes
FP929042,657318.4.peg.745,1023981,Eubacterium_rectale_56927,3,1023981,hypothetical protein,,,0.205920365,QP metagenomes
FP929042,657318.4.peg.734,1012995,Eubacterium_rectale_56927,3,1012995,"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)",,,0.304695743,QP metagenomes
FP929042,657318.4.peg.717,992509,Eubacterium_rectale_56927,3,992509,Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297),,,0.10701308,QP metagenomes
FP929042,657318.4.peg.740,1018473,Eubacterium_rectale_56927,3,1018473,Two-component system sensor histidine kinase,,,0.209509227,QP metagenomes
FP929042,657318.4.peg.728,1002681,Eubacterium_rectale_56927,3,1002681,hypothetical protein,,,0.240872992,QP metagenomes
FP929042,657318.4.peg.746,1025324,Eubacterium_rectale_56927,3,1025324,Diaminopimelate decarboxylase (EC 4.1.1.20),GO:0008836|diaminopimelate decarboxylase activity,00300|Lysine biosynthesis,0.206613665,QP metagenomes
FP929042,657318.4.peg.717,991794,Eubacterium_rectale_56927,3,991794,Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297),,,0.113064838,QP metagenomes
FP929042,657318.4.peg.743,1021529,Eubacterium_rectale_56927,3,1021529,"Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)",GO:0042132|fructose-bisphosphatase activity,00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00051|Fructose and mannose metabolism;00680|Methane metabolism;00710|Carbon fixation in photosynthetic organisms,0.162693412,QP metagenomes
FP929042,657318.4.peg.730,1005861,Eubacterium_rectale_56927,3,1005861,hypothetical protein,,,0.305233894,QP metagenomes
FP929042,657318.4.peg.749,1028579,Eubacterium_rectale_56927,3,1028579,"ABC transporter, substrate-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)",,,0.146292475,QP metagenomes
FP929042,657318.4.peg.745,1023698,Eubacterium_rectale_56927,3,1023698,hypothetical protein,,,0.167491325,QP metagenomes
FP929042,657318.4.peg.729,1004513,Eubacterium_rectale_56927,3,1004513,Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1),GO:0004427|inorganic diphosphatase activity,00190|Oxidative phosphorylation,0.194010834,QP metagenomes
FP929042,657318.4.peg.761,1041625,Eubacterium_rectale_56927,3,1041625,5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13),GO:0008705|methionine synthase activity,00270|Cysteine and methionine metabolism;00670|One carbon pool by folate,0.076718447,QP metagenomes
FP929042,657318.4.peg.730,1005064,Eubacterium_rectale_56927,3,1005064,hypothetical protein,,,0.206098738,QP metagenomes
FP929042,657318.4.peg.749,1027423,Eubacterium_rectale_56927,3,1027423,"ABC transporter, substrate-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)",,,0.215510315,QP metagenomes
FP929042,657318.4.peg.740,1019384,Eubacterium_rectale_56927,3,1019384,Two-component system sensor histidine kinase,,,0.227805465,QP metagenomes
FP929042,657318.4.peg.748,1026989,Eubacterium_rectale_56927,3,1026989,hypothetical protein,,,0.20853738,QP metagenomes
FP929042,657318.4.peg.732,1011191,Eubacterium_rectale_56927,3,1011191,Bis-ABC ATPase YbiT,,,0.295477004,QP metagenomes
FP929042,657318.4.peg.748,1027329,Eubacterium_rectale_56927,3,1027329,hypothetical protein,,,0.209243056,QP metagenomes
FP929042,657318.4.peg.978,1212804,Eubacterium_rectale_56927,4,1212804,SSU ribosomal protein S20p,GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation,,0.032526285,QP metagenomes
FP929042,657318.4.peg.982,1218238,Eubacterium_rectale_56927,4,1218238,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW,,,0.050280361,QP metagenomes
FP929042,657318.4.peg.982,1217781,Eubacterium_rectale_56927,4,1217781,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW,,,0.044519658,QP metagenomes
FP929042,657318.4.peg.983,1218885,Eubacterium_rectale_56927,4,1218885,Segregation and condensation protein A,,,0.046172755,QP metagenomes
FP929042,657318.4.peg.1197,1424946,Eubacterium_rectale_56927,5,1424946,Alanyl-tRNA synthetase (EC 6.1.1.7),GO:0004813|alanine-tRNA ligase activity,00970|Aminoacyl-tRNA biosynthesis,0.135460891,QP metagenomes
FP929042,657318.4.peg.1124,1346651,Eubacterium_rectale_56927,5,1346651,hypothetical protein,,,0.0611019,QP metagenomes
FP929042,657318.4.peg.1203,1433053,Eubacterium_rectale_56927,5,1433053,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196) / Pullulanase (EC 3.2.1.41)",GO:0051060|pullulanase activity,,0.194401103,QP metagenomes
FP929042,657318.4.peg.1211,1440374,Eubacterium_rectale_56927,5,1440374,"TRAP transporter solute receptor, unknown substrate 1",,,0.117379892,QP metagenomes
FP929042,657318.4.peg.1126,1348888,Eubacterium_rectale_56927,5,1348888,DNA polymerase III polC-type (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity,00230|Purine metabolism;00240|Pyrimidine metabolism,0.056114528,QP metagenomes
FP929042,657318.4.peg.1188,1413952,Eubacterium_rectale_56927,5,1413952,hypothetical protein,,,0.11762811,QP metagenomes
FP929042,657318.4.peg.1203,1432975,Eubacterium_rectale_56927,5,1432975,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196) / Pullulanase (EC 3.2.1.41)",GO:0051060|pullulanase activity,,0.156614865,QP metagenomes
FP929042,657318.4.peg.1126,1349710,Eubacterium_rectale_56927,5,1349710,DNA polymerase III polC-type (EC 2.7.7.7),GO:0003887|DNA-directed DNA polymerase activity,00230|Purine metabolism;00240|Pyrimidine metabolism,0.059927059,QP metagenomes
FP929042,657318.4.peg.1197,1426723,Eubacterium_rectale_56927,5,1426723,Alanyl-tRNA synthetase (EC 6.1.1.7),GO:0004813|alanine-tRNA ligase activity,00970|Aminoacyl-tRNA biosynthesis,0.136516521,QP metagenomes
FP929042,657318.4.peg.1206,1436756,Eubacterium_rectale_56927,5,1436756,NPQTN specific sortase B,,,0.144355266,QP metagenomes
FP929042,657318.4.peg.1211,1440553,Eubacterium_rectale_56927,5,1440553,"TRAP transporter solute receptor, unknown substrate 1",,,0.092761068,QP metagenomes
FP929042,657318.4.peg.1204,1435294,Eubacterium_rectale_56927,5,1435294,Putative short-chain dehydrogenase,,,0.138312397,QP metagenomes
FP929042,657318.4.peg.1225,1455875,Eubacterium_rectale_56927,5,1455875,hypothetical protein,,,0.066858042,QP metagenomes
FP929042,657318.4.peg.1125,1347025,Eubacterium_rectale_56927,5,1347025,Xanthine phosphoribosyltransferase (EC 2.4.2.22),,00230|Purine metabolism,0.058784287,QP metagenomes
FP929042,657318.4.peg.1203,1434366,Eubacterium_rectale_56927,5,1434366,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196) / Pullulanase (EC 3.2.1.41)",GO:0051060|pullulanase activity,,0.165314415,QP metagenomes
FP929042,657318.4.peg.1211,1441054,Eubacterium_rectale_56927,5,1441054,"TRAP transporter solute receptor, unknown substrate 1",,,0.073813294,QP metagenomes
FP929042,657318.4.peg.1213,1442660,Eubacterium_rectale_56927,5,1442660,hypothetical protein,,,0.058979877,QP metagenomes
FP929042,657318.4.peg.1208,1437485,Eubacterium_rectale_56927,5,1437485,hypothetical protein,,,0.168812325,QP metagenomes
FP929042,657318.4.peg.1202,1432435,Eubacterium_rectale_56927,5,1432435,EriC-type fluoride/proton exchange protein,,,0.136803185,QP metagenomes
FP929042,657318.4.peg.1212,1441980,Eubacterium_rectale_56927,5,1441980,Sodium/glutamate symporter,,,0.073794659,QP metagenomes
FP929042,657318.4.peg.1200,1428995,Eubacterium_rectale_56927,5,1428995,Stage IV sporulation protein A,,,0.200944479,QP metagenomes
FP929042,657318.4.peg.1200,1428770,Eubacterium_rectale_56927,5,1428770,Stage IV sporulation protein A,,,0.152133449,QP metagenomes
FP929042,657318.4.peg.1201,1430020,Eubacterium_rectale_56927,5,1430020,4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25),GO:0004134|4-alpha-glucanotransferase activity,00500|Starch and sucrose metabolism,0.128178897,QP metagenomes
FP929042,657318.4.peg.1211,1441192,Eubacterium_rectale_56927,5,1441192,"TRAP transporter solute receptor, unknown substrate 1",,,0.066786775,QP metagenomes
FP929042,657318.4.peg.1203,1434399,Eubacterium_rectale_56927,5,1434399,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196) / Pullulanase (EC 3.2.1.41)",GO:0051060|pullulanase activity,,0.127298293,QP metagenomes
FP929042,657318.4.peg.1208,1437646,Eubacterium_rectale_56927,5,1437646,hypothetical protein,,,0.138695291,QP metagenomes
FP929042,657318.4.peg.1211,1440959,Eubacterium_rectale_56927,5,1440959,"TRAP transporter solute receptor, unknown substrate 1",,,0.056998882,QP metagenomes
FP929042,657318.4.peg.1208,1438055,Eubacterium_rectale_56927,5,1438055,hypothetical protein,,,0.10909834,QP metagenomes
FP929042,657318.4.peg.1192,1418868,Eubacterium_rectale_56927,5,1418868,Uncharacterized membrane protein,,,0.164863666,QP metagenomes
FP929042,657318.4.peg.1177,1399214,Eubacterium_rectale_56927,5,1399214,"AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination",,,0.087826339,QP metagenomes
FP929042,657318.4.peg.1124,1346617,Eubacterium_rectale_56927,5,1346617,hypothetical protein,,,0.05632338,QP metagenomes
FP929042,657318.4.peg.1188,1414115,Eubacterium_rectale_56927,5,1414115,hypothetical protein,,,0.12464482,QP metagenomes
FP929042,657318.4.peg.1188,1413790,Eubacterium_rectale_56927,5,1413790,hypothetical protein,,,0.097774592,QP metagenomes
FP929042,657318.4.peg.1208,1438060,Eubacterium_rectale_56927,5,1438060,hypothetical protein,,,0.119155525,QP metagenomes
FP929042,657318.4.peg.1202,1432749,Eubacterium_rectale_56927,5,1432749,EriC-type fluoride/proton exchange protein,,,0.161499539,QP metagenomes
FP929042,657318.4.peg.1390,1628669,Eubacterium_rectale_56927,6,1628669,NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136),,,0.075593629,QP metagenomes
FP929042,657318.4.peg.1390,1628654,Eubacterium_rectale_56927,6,1628654,NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136),,,0.054967173,QP metagenomes
FP929042,657318.4.peg.1632,1833352,Eubacterium_rectale_56927,7,1833352,Sporulation sigma-E factor processing peptidase (SpoIIGA),,,0.062017622,QP metagenomes
FP929042,657318.4.peg.1674,1887134,Eubacterium_rectale_56927,7,1887134,"Efflux ABC transporter, ATP-binding protein",,,0.077452311,QP metagenomes
FP929042,657318.4.peg.1673,1885823,Eubacterium_rectale_56927,7,1885823,hypothetical protein,,,0.080268188,QP metagenomes
FP929042,657318.4.peg.1674,1886649,Eubacterium_rectale_56927,7,1886649,"Efflux ABC transporter, ATP-binding protein",,,0.108317681,QP metagenomes
FP929042,657318.4.peg.1888,2129857,Eubacterium_rectale_56927,8,2129857,"Glucan 1,4-beta-glucosidase",,,0.030777267,QP metagenomes
FP929042,657318.4.peg.1888,2130208,Eubacterium_rectale_56927,8,2130208,"Glucan 1,4-beta-glucosidase",,,0.03303621,QP metagenomes
FP929042,657318.4.peg.1889,2130475,Eubacterium_rectale_56927,8,2130475,"ATP-binding region, ATPase-like:Histidine kinase, HAMP region:Histidine kinase internal region",,,0.032195355,QP metagenomes
FP929042,657318.4.peg.2311,2540242,Eubacterium_rectale_56927,9,2540242,Trk potassium uptake system protein TrkA,,,0.071607224,QP metagenomes
FP929042,657318.4.peg.2313,2542895,Eubacterium_rectale_56927,9,2542895,Lysophospholipase L2 (EC 3.1.1.5),GO:0004622|lysophospholipase activity,00564|Glycerophospholipid metabolism,0.11471941,QP metagenomes
FP929042,657318.4.peg.2335,2569626,Eubacterium_rectale_56927,9,2569626,hypothetical protein,,,0.149461487,QP metagenomes
FP929042,657318.4.peg.2334,2568070,Eubacterium_rectale_56927,9,2568070,"L,D-transpeptidase",,,0.210711217,QP metagenomes
FP929042,657318.4.peg.2313,2542913,Eubacterium_rectale_56927,9,2542913,Lysophospholipase L2 (EC 3.1.1.5),GO:0004622|lysophospholipase activity,00564|Glycerophospholipid metabolism,0.105684877,QP metagenomes
FP929042,657318.4.peg.2310,2539074,Eubacterium_rectale_56927,9,2539074,Trk potassium uptake system protein TrkH,,,0.054339183,QP metagenomes
FP929042,657318.4.peg.2337,2570963,Eubacterium_rectale_56927,9,2570963,"transcriptional regulator, LytR family",,,0.055006035,QP metagenomes
FP929042,657318.4.peg.2335,2569319,Eubacterium_rectale_56927,9,2569319,hypothetical protein,,,0.187201662,QP metagenomes
FP929042,657318.4.peg.2326,2559182,Eubacterium_rectale_56927,9,2559182,hypothetical protein,,,0.182827999,QP metagenomes
FP929042,657318.4.peg.2320,2549039,Eubacterium_rectale_56927,9,2549039,Protein translocase subunit SecA,,,0.144863557,QP metagenomes
FP929042,657318.4.peg.2335,2568897,Eubacterium_rectale_56927,9,2568897,hypothetical protein,,,0.205578213,QP metagenomes
FP929042,657318.4.peg.2324,2558382,Eubacterium_rectale_56927,9,2558382,"Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy",,,0.188186985,QP metagenomes
FP929042,657318.4.peg.2339,2572931,Eubacterium_rectale_56927,9,2572931,hypothetical protein,,,0.035832739,QP metagenomes
FP929042,657318.4.peg.2329,2562477,Eubacterium_rectale_56927,9,2562477,Uncharacterized secreted protein associated with spyDAC,,,0.197713608,QP metagenomes
FP929042,657318.4.peg.2334,2567148,Eubacterium_rectale_56927,9,2567148,"L,D-transpeptidase",,,0.188009598,QP metagenomes
FP929042,657318.4.peg.2334,2568057,Eubacterium_rectale_56927,9,2568057,"L,D-transpeptidase",,,0.20767298,QP metagenomes
FP929042,657318.4.peg.2329,2562288,Eubacterium_rectale_56927,9,2562288,Uncharacterized secreted protein associated with spyDAC,,,0.190351516,QP metagenomes
FP929042,657318.4.peg.2330,2562993,Eubacterium_rectale_56927,9,2562993,"Phosphotransferase system, phosphocarrier protein HPr",,,0.197681902,QP metagenomes
FP929042,657318.4.peg.2329,2561752,Eubacterium_rectale_56927,9,2561752,Uncharacterized secreted protein associated with spyDAC,,,0.18522605,QP metagenomes
FP929042,657318.4.peg.2310,2539387,Eubacterium_rectale_56927,9,2539387,Trk potassium uptake system protein TrkH,,,0.06427216,QP metagenomes
FP929042,657318.4.peg.2329,2561835,Eubacterium_rectale_56927,9,2561835,Uncharacterized secreted protein associated with spyDAC,,,0.186290004,QP metagenomes
FP929042,657318.4.peg.2323,2557283,Eubacterium_rectale_56927,9,2557283,MreB-like protein (Mbl protein),,,0.17802878,QP metagenomes
FP929042,657318.4.peg.2334,2568558,Eubacterium_rectale_56927,9,2568558,"L,D-transpeptidase",,,0.170754464,QP metagenomes
FP929042,657318.4.peg.2336,2570353,Eubacterium_rectale_56927,9,2570353,hypothetical protein,,,0.071524157,QP metagenomes
FP929042,657318.4.peg.2334,2566851,Eubacterium_rectale_56927,9,2566851,"L,D-transpeptidase",,,0.179858465,QP metagenomes
FP929042,657318.4.peg.2334,2567245,Eubacterium_rectale_56927,9,2567245,"L,D-transpeptidase",,,0.1687981,QP metagenomes
FP929042,657318.4.peg.2335,2569036,Eubacterium_rectale_56927,9,2569036,hypothetical protein,,,0.192075682,QP metagenomes
FP929042,657318.4.peg.2335,2569536,Eubacterium_rectale_56927,9,2569536,hypothetical protein,,,0.166556317,QP metagenomes
FP929042,657318.4.peg.2336,2570178,Eubacterium_rectale_56927,9,2570178,hypothetical protein,,,0.091960822,QP metagenomes
FP929042,657318.4.peg.2337,2570474,Eubacterium_rectale_56927,9,2570474,"transcriptional regulator, LytR family",,,0.061452697,QP metagenomes
FP929042,657318.4.peg.2334,2567232,Eubacterium_rectale_56927,9,2567232,"L,D-transpeptidase",,,0.181140546,QP metagenomes
FP929042,657318.4.peg.2334,2567016,Eubacterium_rectale_56927,9,2567016,"L,D-transpeptidase",,,0.176678718,QP metagenomes
FP929042,657318.4.peg.2338,2571787,Eubacterium_rectale_56927,9,2571787,hypothetical protein,,,0.046534346,QP metagenomes
FP929042,657318.4.peg.2327,2559628,Eubacterium_rectale_56927,9,2559628,hypothetical protein,,,0.181962169,QP metagenomes
FP929042,657318.4.peg.2335,2569491,Eubacterium_rectale_56927,9,2569491,hypothetical protein,,,0.182579224,QP metagenomes
FP929042,657318.4.peg.2322,2556514,Eubacterium_rectale_56927,9,2556514,Excinuclease ABC subunit A,GO:0005524|ATP binding;GO:0016887|ATPase activity,,0.192523291,QP metagenomes
FP929042,657318.4.peg.2334,2568159,Eubacterium_rectale_56927,9,2568159,"L,D-transpeptidase",,,0.163246735,QP metagenomes
FP929042,657318.4.peg.2329,2561748,Eubacterium_rectale_56927,9,2561748,Uncharacterized secreted protein associated with spyDAC,,,0.160555124,QP metagenomes
FP929042,657318.4.peg.2312,2542371,Eubacterium_rectale_56927,9,2542371,histidinol phosphate phosphatase HisJ family,,,0.090710066,QP metagenomes
FP929042,657318.4.peg.2317,2546661,Eubacterium_rectale_56927,9,2546661,Dipicolinate synthase subunit A,,,0.155572813,QP metagenomes
FP929042,657318.4.peg.2337,2570571,Eubacterium_rectale_56927,9,2570571,"transcriptional regulator, LytR family",,,0.071149231,QP metagenomes
FP929042,657318.4.peg.2328,2561072,Eubacterium_rectale_56927,9,2561072,Diadenylate cyclase spyDAC; Bacterial checkpoint controller DisA with nucleotide-binding domain,,,0.197263443,QP metagenomes
